,from,to
1169,1713,479
1364,1714,269
1365,1714,590
1363,1714,151
1396,1715,1017
1395,1715,786
1399,1716,804
1467,1717,121
1468,1717,1290
1476,1718,852
1490,1719,1405
1598,1720,383
1857,1721,94
1878,1722,104
1882,1722,928
1880,1722,216
1881,1722,615
1879,1722,181
1927,1723,271
1928,1723,952
2100,1724,247
2101,1725,374
2102,1725,946
2106,1726,597
2107,1726,857
2245,1727,244
2246,1728,596
2331,1729,482
2341,1730,295
2343,1731,372
2344,1732,516
2345,1733,403
2346,1734,728
2379,1735,170
2380,1735,747
2381,1736,597
2384,1737,683
2382,1737,174
2383,1737,649
2449,1738,456
2529,1739,426
2533,1740,669
2653,1741,779
2763,1742,734
2765,1742,1080
2764,1742,1049
2794,1743,36
2908,1744,577
3020,1745,665
3042,1746,220
3238,1747,206
3251,1748,955
3265,1749,222
3264,1749,214
3269,1750,702
3469,1751,146
3491,1752,622
3492,1752,679
3494,1753,264
3579,1754,482
3605,1755,1195
3607,1756,156
3608,1756,773
3609,1757,1442
3721,1758,706
3728,1759,1111
3727,1759,747
3726,1759,512
3745,1760,683
3750,1761,174
68,1762,642
69,1762,703
147,1763,279
250,1764,87
259,1765,279
260,1765,543
364,1766,861
366,1767,1229
447,1768,949
446,1768,742
448,1768,1429
445,1768,314
736,1769,271
770,1770,135
771,1771,98
772,1771,174
773,1772,693
775,1773,556
774,1773,545
776,1774,816
777,1775,947
778,1776,381
806,1777,416
862,1778,354
1023,1779,570
1024,1780,372
1025,1781,1032
1071,1782,930
1104,1783,482
1416,1784,1156
1553,1785,131
1620,1786,226
1756,1787,586
2099,1788,539
2115,1789,306
2140,1790,195
2142,1791,611
2179,1792,39
2316,1793,171
2317,1793,643
2330,1794,500
2363,1795,743
2461,1796,146
2463,1796,590
2462,1796,269
2465,1797,872
2466,1798,357
2467,1799,330
2468,1799,500
2503,1800,482
2544,1801,1438
2541,1801,174
2543,1801,990
2542,1801,843
2545,1802,1064
2546,1803,80
2547,1804,909
2551,1805,369
2554,1805,659
2550,1805,323
2549,1805,291
2553,1805,635
2552,1805,518
2548,1805,174
2563,1806,329
2566,1807,416
2649,1808,611
2650,1808,720
2648,1808,370
2844,1809,126
2845,1809,203
3048,1810,664
3132,1811,571
3158,1812,999
3157,1812,634
3154,1812,70
3156,1812,182
3155,1812,106
3346,1813,495
3358,1814,322
3359,1814,326
3360,1815,814
3363,1816,1113
3362,1816,266
3583,1817,866
3585,1818,136
3586,1818,801
3743,1819,570
3749,1820,197
26,1821,651
27,1822,49
28,1822,98
254,1823,834
367,1824,873
368,1825,448
579,1826,331
580,1826,1196
803,1827,276
810,1828,94
813,1829,192
812,1829,157
811,1829,104
859,1830,78
1206,1831,607
1210,1832,1414
1209,1832,1051
1208,1832,770
1212,1833,214
1213,1833,222
1214,1834,359
1217,1835,1187
1216,1835,322
1283,1836,162
1284,1837,215
1493,1838,318
1498,1839,84
1499,1839,195
1608,1840,763
1612,1841,976
1717,1842,159
1718,1843,642
1720,1844,135
1721,1844,594
1836,1845,474
1835,1845,437
2069,1846,408
2172,1847,432
2208,1848,1080
2207,1848,1049
2206,1848,734
2362,1849,156
2436,1850,898
2435,1850,43
2491,1851,128
2492,1851,219
2493,1851,668
2499,1852,392
2512,1853,87
2761,1854,423
2941,1855,534
2996,1856,482
3019,1857,401
3018,1857,228
3017,1857,151
3032,1858,995
3031,1858,299
3028,1858,229
3029,1858,232
3033,1858,1043
3030,1858,243
3027,1858,108
3035,1859,229
3037,1859,723
3034,1859,190
3036,1859,348
3046,1860,326
3045,1860,146
3097,1861,1151
3096,1861,409
3099,1862,429
3098,1862,174
3102,1863,593
3103,1863,683
3114,1864,1131
3471,1865,975
3674,1866,605
3673,1866,11
177,1867,344
176,1867,36
175,1867,29
178,1868,40
181,1869,654
180,1869,264
179,1869,38
271,1870,617
471,1871,946
470,1871,828
697,1872,313
700,1873,703
701,1873,1163
708,1874,378
707,1875,1110
705,1875,595
706,1875,975
704,1875,479
836,1876,122
832,1877,430
837,1878,822
842,1879,453
841,1879,251
840,1879,161
844,1880,393
847,1881,1034
846,1882,372
923,1883,659
924,1884,656
1015,1885,87
1393,1886,996
1486,1887,734
1537,1888,751
1592,1889,200
1666,1890,80
1687,1891,398
1714,1892,94
2044,1893,1220
2043,1893,1206
2046,1894,144
2048,1894,394
2045,1894,15
2047,1894,267
2049,1895,596
2050,1895,1479
2053,1896,1147
2056,1896,1332
2051,1896,1087
2054,1896,1151
2052,1896,1119
2055,1896,1284
2057,1897,569
2111,1898,732
2176,1899,995
2182,1900,577
2181,1900,564
2274,1901,1268
2277,1902,414
2351,1903,178
2352,1903,449
2393,1904,500
2394,1904,886
2404,1905,405
2403,1905,390
2407,1905,995
2405,1905,557
2402,1905,330
2400,1905,112
2408,1905,1032
2406,1905,559
2401,1905,243
2399,1905,102
2409,1905,1089
2411,1906,289
2413,1906,386
2415,1906,495
2412,1906,367
2414,1906,431
2410,1906,151
2416,1906,885
2469,1907,686
2602,1908,216
2616,1909,346
2861,1910,158
2895,1911,432
3039,1912,675
3128,1913,220
3133,1914,170
3349,1915,370
3350,1915,777
3352,1916,1391
3351,1916,1011
3427,1917,867
3467,1918,818
3547,1919,347
3559,1920,923
3558,1920,791
3717,1921,482
3730,1922,1152
3737,1923,160
19,1924,370
20,1924,422
40,1925,1287
39,1925,1221
41,1925,1344
45,1926,244
46,1926,364
111,1927,544
429,1928,373
467,1929,281
651,1930,562
663,1931,3
726,1932,244
725,1932,133
916,1933,172
917,1933,581
918,1933,682
930,1934,1084
929,1934,785
1086,1935,960
1119,1936,743
1235,1937,60
1256,1938,1165
1312,1939,854
1453,1940,840
1819,1941,1254
1828,1942,425
2006,1943,406
2007,1943,664
2039,1944,156
2453,1945,1113
2474,1946,133
2473,1946,49
2476,1946,365
2475,1946,364
2490,1947,908
2487,1948,1051
2495,1949,857
2494,1949,519
2496,1949,967
2532,1950,1049
2708,1951,1249
2734,1952,1209
2733,1952,298
2735,1953,1203
2814,1954,482
2841,1955,796
2842,1956,156
2843,1957,500
2848,1958,1301
2881,1959,1023
2886,1960,175
2885,1960,174
2887,1961,1132
2892,1962,300
2889,1962,98
2890,1962,148
2891,1962,249
2894,1962,1132
2888,1962,49
2893,1962,459
2994,1963,1535
2992,1964,336
2993,1964,589
2991,1964,61
3456,1965,915
3589,1966,1225
3707,1967,381
66,1968,617
63,1968,376
64,1968,460
65,1968,569
306,1969,882
310,1970,355
311,1971,17
312,1971,49
313,1972,50
315,1972,222
314,1972,98
317,1972,569
316,1972,460
319,1973,688
320,1973,771
321,1974,900
493,1975,642
494,1975,827
496,1976,856
495,1976,323
497,1977,310
571,1978,449
652,1979,544
656,1980,1477
654,1980,945
655,1980,1276
653,1980,323
657,1981,267
658,1982,49
659,1982,493
660,1982,1121
684,1983,1028
761,1984,774
760,1984,459
762,1984,789
763,1985,381
765,1985,691
764,1985,466
872,1986,308
3761,1987,660
1340,1988,139
1345,1989,344
1344,1989,328
1342,1989,167
1343,1989,231
1341,1989,29
1613,1990,329
1614,1991,808
1615,1992,909
1616,1993,569
1622,1994,466
1623,1994,806
1621,1994,174
1795,1995,385
1807,1996,545
1808,1997,222
1809,1998,866
1810,1999,285
1811,1999,323
1812,2000,538
1932,2001,1307
1931,2001,744
1995,2002,909
2011,2003,843
2370,2004,203
2624,2005,254
2689,2006,406
2690,2006,697
2691,2007,1307
2826,2008,158
2864,2009,87
2865,2009,157
2867,2009,518
2866,2009,216
2863,2009,40
3165,2010,215
3191,2011,23
3201,2012,789
3202,2012,1118
3203,2013,260
3205,2014,1452
3204,2014,1146
3214,2015,365
3215,2015,800
3216,2015,1112
3218,2016,467
3219,2017,1134
3410,2018,525
3461,2019,529
3463,2020,350
3484,2021,1323
3567,2022,728
3568,2022,744
3569,2022,798
3571,2023,1538
3573,2024,696
3572,2024,11
3574,2025,198
3575,2025,797
3577,2026,290
3671,2027,789
3672,2028,451
3702,2029,827
3703,2029,843
3704,2029,945
52,2030,460
54,2030,1237
53,2030,535
56,2031,1237
55,2031,535
209,2032,790
269,2033,1156
267,2033,691
268,2033,813
352,2034,213
526,2035,296
527,2035,420
528,2035,462
609,2036,86
611,2037,328
612,2038,196
613,2039,582
614,2039,1037
661,2040,157
999,2041,459
996,2041,148
997,2041,249
995,2041,98
994,2041,49
998,2041,300
1005,2042,214
1007,2042,466
1006,2042,222
1004,2042,61
1027,2043,98
1028,2044,734
1029,2045,440
1030,2045,698
1031,2046,1422
1046,2047,501
1048,2047,1502
1047,2047,509
1076,2048,418
1077,2049,794
1248,2050,590
1291,2051,954
1294,2052,611
1295,2053,601
1303,2054,314
1367,2055,1122
1394,2056,1291
1400,2057,1211
1403,2058,1441
1402,2058,500
1401,2058,330
1409,2059,1058
1407,2059,305
1405,2059,53
1404,2059,2
1406,2059,56
1408,2059,902
1411,2060,171
1475,2061,945
1474,2061,635
1472,2061,544
1469,2061,6
1473,2061,582
1470,2061,247
1471,2061,417
1485,2062,932
1483,2063,323
1484,2063,944
1482,2063,294
1859,2064,668
2040,2065,78
2041,2066,41
2042,2066,128
2385,2067,514
2450,2068,514
2586,2069,1146
2587,2070,1479
2665,2071,278
2666,2072,489
2670,2073,1044
2736,2074,79
2737,2074,114
2738,2075,984
2745,2076,364
2812,2077,466
2809,2077,174
2810,2077,214
2811,2077,222
3515,2078,767
3516,2079,1126
3561,2080,176
3620,2081,395
3621,2081,594
174,2082,902
222,2083,215
224,2084,1345
225,2085,499
227,2086,550
228,2086,947
229,2087,673
230,2088,174
235,2089,635
231,2089,6
232,2089,247
233,2089,417
234,2089,582
241,2090,1633
358,2091,1409
359,2091,1437
383,2092,178
425,2093,1397
522,2094,243
523,2095,99
524,2095,141
530,2096,150
529,2097,358
572,2098,186
573,2098,500
743,2099,156
919,2100,691
993,2101,707
1121,2102,580
1163,2103,210
1168,2104,1179
1167,2104,1058
1166,2104,504
1165,2104,53
1172,2105,156
1221,2106,78
1225,2107,219
1227,2107,607
1224,2107,216
1223,2107,138
1228,2107,635
1222,2107,6
1226,2107,241
1488,2108,158
1641,2109,222
1642,2109,291
1640,2109,174
1643,2109,395
1644,2110,1295
1645,2111,686
1646,2112,1036
1648,2113,402
1649,2113,519
1647,2113,249
1650,2113,1067
1651,2114,945
1841,2115,402
1892,2116,954
1894,2117,801
1896,2118,1174
1897,2119,464
1898,2120,550
1900,2121,1390
1921,2122,249
1920,2122,215
1922,2122,291
1919,2122,174
1926,2123,793
1930,2124,184
2156,2125,1667
2155,2125,1451
2154,2125,525
2164,2126,1502
2178,2127,364
2183,2128,1452
2184,2129,200
2186,2130,990
2188,2131,742
2187,2131,310
2189,2132,381
2190,2133,588
2329,2134,194
2328,2134,186
2439,2135,697
2668,2136,834
2859,2137,774
2953,2138,710
2952,2138,167
3011,2139,500
3055,2140,1128
3505,2141,1015
3504,2141,924
3511,2142,937
3510,2142,300
3531,2143,1545
51,2144,672
50,2144,349
76,2145,588
77,2145,1145
79,2146,460
83,2147,529
81,2147,487
85,2147,601
84,2147,554
82,2147,519
87,2147,1067
88,2147,1084
86,2147,734
80,2147,135
89,2148,50
91,2149,1186
90,2149,1111
94,2150,1288
93,2150,673
98,2151,1499
99,2152,1087
100,2153,712
102,2154,1066
208,2155,418
302,2156,1234
337,2157,265
340,2158,419
343,2158,932
342,2158,904
341,2158,680
339,2158,414
338,2158,350
395,2159,1397
399,2160,178
455,2161,869
456,2162,570
458,2163,797
459,2164,210
474,2165,697
587,2166,1225
1173,2167,1180
1267,2168,837
1265,2168,348
1266,2168,521
1274,2169,951
1304,2170,36
1602,2171,443
1678,2172,955
1679,2172,1748
1686,2173,659
1694,2174,300
1696,2174,487
1693,2174,298
1690,2174,135
1688,2174,49
1692,2174,249
1698,2174,760
1691,2174,148
1699,2174,987
1689,2174,98
1697,2174,523
1695,2174,459
1730,2175,1094
1918,2176,582
1984,2177,412
1996,2178,828
1998,2179,673
1999,2179,702
2000,2179,808
2001,2179,855
1997,2179,662
2002,2180,971
2004,2181,595
2005,2181,673
2003,2181,147
2083,2182,1493
2082,2182,1080
2081,2182,1049
2079,2182,215
2080,2182,867
2084,2183,314
2231,2184,304
2279,2185,1146
2281,2186,783
2280,2186,582
2283,2186,1529
2282,2186,1409
2290,2187,1465
2291,2187,1551
2292,2188,852
2297,2189,736
2296,2189,721
2293,2189,464
2294,2189,579
2295,2189,688
2299,2190,418
2300,2190,762
2298,2190,174
2301,2190,856
2302,2190,1119
2304,2191,313
2307,2192,613
2308,2193,853
2368,2194,1116
2392,2195,482
2418,2196,549
2441,2197,385
2448,2198,141
2599,2199,664
2600,2200,564
2672,2201,598
2673,2202,1150
2685,2203,285
2686,2203,472
3117,2204,1358
3137,2205,1385
3148,2206,1246
3184,2207,1162
3185,2207,1500
3186,2208,285
3187,2208,918
3188,2209,740
3195,2210,425
3331,2211,1183
3329,2211,327
3330,2211,657
3415,2212,1211
3413,2212,317
3412,2212,303
3414,2212,1017
3411,2212,2
3632,2213,1500
3636,2214,1290
3635,2214,121
3637,2215,1176
3647,2216,225
3646,2216,126
3655,2217,774
3654,2217,543
3656,2217,1363
3661,2218,629
3668,2218,1668
3663,2218,762
3665,2218,873
3659,2218,222
3667,2218,1393
3660,2218,464
3657,2218,174
3666,2218,1383
3658,2218,214
3662,2218,693
3664,2218,778
138,2219,369
185,2220,1081
186,2220,1279
197,2221,969
198,2222,434
200,2223,597
201,2223,975
199,2223,174
202,2224,409
204,2225,932
206,2226,1375
247,2227,300
300,2228,663
396,2229,466
397,2230,755
489,2231,482
541,2232,1356
542,2232,1514
537,2232,401
536,2232,378
540,2232,1291
538,2232,450
539,2232,495
543,2233,303
545,2233,1006
544,2233,976
546,2234,1034
547,2235,1140
674,2236,664
673,2236,406
680,2237,704
738,2238,598
751,2239,38
754,2240,659
755,2241,61
756,2241,214
758,2241,466
757,2241,222
877,2242,515
1097,2243,344
1375,2244,1157
1713,2245,952
1738,2246,341
1758,2247,174
1759,2248,707
1760,2249,174
1762,2250,261
1763,2251,249
1779,2252,1274
1953,2253,418
2013,2254,214
2015,2254,595
2012,2254,98
2016,2254,693
2014,2254,298
2017,2255,381
2018,2256,596
2021,2257,909
2023,2258,1864
2032,2259,893
2031,2259,214
2033,2259,1011
2034,2260,611
2035,2260,813
2037,2261,893
2036,2261,702
2038,2262,693
2225,2263,1362
2254,2264,385
2273,2265,1451
2272,2265,1003
2318,2266,1452
2319,2267,1468
2320,2268,136
2432,2269,934
2455,2270,1103
2539,2271,254
2633,2272,746
3150,2273,914
3153,2274,1018
3152,2274,171
3220,2275,1228
3653,2276,244
3650,2276,133
3649,2276,98
3652,2276,203
3648,2276,61
3651,2276,162
3675,2277,347
3679,2277,852
3680,2277,857
3678,2277,801
3677,2277,594
3676,2277,381
3682,2278,789
3683,2278,1422
3681,2278,322
3700,2279,1546
3711,2280,1660
3710,2281,649
159,2282,346
182,2283,133
183,2283,1250
187,2284,222
189,2284,616
191,2284,1409
190,2284,662
188,2284,595
193,2285,1239
192,2285,419
242,2286,609
379,2287,380
380,2287,425
377,2287,229
378,2287,243
385,2288,121
393,2289,133
416,2290,1146
417,2291,573
418,2292,569
422,2293,77
428,2294,1389
553,2295,869
567,2296,834
692,2297,664
798,2298,840
856,2299,412
1236,2300,1105
1237,2300,1242
1285,2301,30
1299,2302,889
1300,2303,479
1302,2303,1603
1301,2303,734
1327,2304,605
1509,2305,562
1515,2306,503
1516,2306,562
1514,2306,219
1517,2306,658
1681,2307,1049
1701,2308,114
1702,2308,282
1703,2309,300
1705,2309,1485
1706,2309,1689
1704,2309,1065
1708,2310,1200
1709,2310,1201
1707,2310,659
1710,2310,1432
1712,2311,1201
1711,2311,787
1739,2312,705
1834,2313,1675
1969,2314,989
1970,2315,828
1972,2316,597
1973,2316,703
1974,2316,791
1975,2317,249
1976,2318,278
1977,2319,784
2148,2320,152
2177,2321,1040
2180,2322,495
2218,2323,790
2219,2323,1452
2223,2324,1459
2222,2325,1347
2227,2326,702
2226,2326,593
2229,2326,855
2230,2326,1065
2228,2326,739
2236,2327,1284
2235,2327,1186
2232,2327,466
2233,2327,649
2234,2327,855
2253,2328,1513
2336,2329,482
2364,2330,156
2514,2331,675
2573,2332,135
2576,2333,649
2577,2333,698
2574,2333,300
2575,2333,560
2578,2333,838
2581,2334,530
2580,2334,459
2784,2335,203
2882,2336,23
2883,2336,1259
2896,2337,156
2905,2338,766
2903,2339,129
2904,2339,766
2922,2340,979
2921,2340,518
2923,2340,982
2920,2340,360
2975,2341,36
2977,2342,640
3040,2343,202
3197,2344,635
3206,2345,249
3211,2346,621
3208,2346,87
3210,2346,260
3207,2346,52
3209,2346,159
3212,2347,364
3213,2347,702
3234,2348,1255
3237,2349,673
3236,2349,569
3235,2349,460
3369,2350,372
3423,2351,1206
3426,2352,686
3424,2352,329
3425,2352,568
3428,2353,989
3429,2354,649
3433,2355,855
3435,2355,1316
3434,2355,954
3430,2355,98
3431,2355,499
3436,2355,1434
3437,2355,1508
3432,2355,595
3448,2356,323
3441,2357,222
3442,2357,909
3454,2358,98
3483,2359,1500
3513,2360,288
3512,2360,210
3578,2361,973
3626,2362,245
3625,2362,109
3627,2363,1814
3628,2364,325
3629,2365,754
21,2366,362
24,2367,156
146,2368,704
252,2369,156
509,2370,1417
520,2371,137
519,2372,330
518,2373,1006
816,2374,98
817,2374,381
818,2374,1050
819,2374,1264
936,2375,156
1013,2376,702
1017,2377,1744
1054,2378,609
1084,2379,830
1190,2380,335
1192,2381,574
1201,2382,1003
1238,2383,742
1241,2384,418
1242,2384,1652
1328,2385,1671
1347,2386,141
1348,2386,348
1362,2387,441
1389,2388,256
1390,2388,307
1428,2389,1856
1491,2390,993
1497,2391,664
1526,2392,291
1527,2393,365
1659,2394,1374
1664,2395,92
1848,2396,432
1850,2397,492
1868,2398,485
1869,2398,1504
1870,2399,1442
1871,2400,1441
1903,2401,216
1904,2401,219
1901,2401,138
1905,2401,241
1902,2401,181
1911,2402,518
1908,2402,291
1914,2402,659
1910,2402,369
1915,2402,981
1912,2402,561
1907,2402,216
1909,2402,323
1906,2402,174
1913,2402,635
1942,2403,903
1941,2403,310
1940,2403,131
1946,2404,245
1945,2404,109
1978,2405,1588
1987,2406,36
2009,2407,764
2260,2408,1534
2275,2409,374
2276,2409,1725
2472,2410,969
2482,2411,988
2477,2412,990
2480,2412,1250
2481,2412,1283
2479,2412,1186
2478,2412,1041
2489,2413,170
2485,2414,1188
2483,2414,266
2484,2414,1113
2486,2414,1619
2488,2415,1350
2500,2416,1464
2498,2417,215
2497,2417,174
2501,2418,600
2694,2419,1452
2699,2420,588
2700,2420,1145
2773,2421,1705
2793,2422,1211
2796,2423,1005
2795,2423,441
2797,2424,869
2798,2425,1293
2799,2426,729
